Provinces_Name,Time,Literacy,Total_Population,Education_expenditure,Pulau
Sumatera Selatan,2041,0.99,1061,3148,Sumatera
Sumatera Selatan,2042,0.99,1071,3148,Sumatera
Sumatera Selatan,2043,0.99,1080,3148,Sumatera
Sumatera Selatan,2044,0.99,1090,3148,Sumatera
Sumatera Selatan,2045,0.99,1100,3148,Sumatera
Sumatera Utara,2010,0.97,1303,97,Sumatera
Sumatera Utara,2011,0.97,1322,108,Sumatera
Sumatera Utara,2012,0.97,1341,124,Sumatera
Sumatera Utara,2013,0.98,1359,110,Sumatera
Sumatera Utara,2014,0.99,1377,114,Sumatera
Sumatera Utara,2015,0.99,1394,197,Sumatera
Sumatera Utara,2016,0.99,1410,69,Sumatera
Sumatera Utara,2017,0.99,1426,5354,Sumatera
Sumatera Utara,2018,0.99,1442,5277,Sumatera
Sumatera Utara,2019,0.99,1456,5785,Sumatera
Sumatera Utara,2020,0.99,1470,6253,Sumatera
Sumatera Utara,2021,0.99,1484,5772,Sumatera
Sumatera Utara,2022,0.99,1499,5937,Sumatera
Sumatera Utara,2023,0.99,1513,5987,Sumatera
Sumatera Utara,2024,0.99,1527,5899,Sumatera
Sumatera Utara,2025,0.99,1541,5941,Sumatera
Sumatera Utara,2026,0.99,1555,5942,Sumatera
Sumatera Utara,2027,0.99,1569,5927,Sumatera
Sumatera Utara,2028,0.99,1583,5937,Sumatera
Sumatera Utara,2029,0.99,1597,5936,Sumatera
Sumatera Utara,2030,0.99,1611,5933,Sumatera
Sumatera Utara,2031,0.99,1625,5935,Sumatera
Sumatera Utara,2032,0.99,1640,5935,Sumatera
Sumatera Utara,2033,0.99,1654,5934,Sumatera
Sumatera Utara,2034,0.99,1668,5935,Sumatera
Sumatera Utara,2035,0.99,1682,5935,Sumatera
Sumatera Utara,2036,0.99,1696,5935,Sumatera
Sumatera Utara,2037,0.99,1710,5935,Sumatera
Sumatera Utara,2038,0.99,1724,5935,Sumatera
Sumatera Utara,2039,0.99,1738,5935,Sumatera
Sumatera Utara,2040,0.99,1752,5935,Sumatera
Sumatera Utara,2041,0.99,1766,5935,Sumatera
Sumatera Utara,2042,0.99,1781,5935,Sumatera
Sumatera Utara,2043,0.99,1795,5935,Sumatera
Sumatera Utara,2044,0.99,1809,5935,Sumatera
Sumatera Utara,2045,0.99,1823,5935,Sumatera
