Tahun,Jk,Propinsi,Kab.kota,AHH
2020,Laki-laki,Sulawesi Utara,Kepulauan Talaud,68.14
2020,Laki-laki,Sulawesi Utara,Minahasa Selatan,67.88
2020,Laki-laki,Sulawesi Utara,Minahasa Utara,69.40
2020,Laki-laki,Sulawesi Utara,Bolaang Mongondow Utara,65.63
2020,Laki-laki,Sulawesi Utara,Siau Tagulandang Biaro,68.72
2020,Laki-laki,Sulawesi Utara,Minahasa Tenggara,68.13
2020,Laki-laki,Sulawesi Utara,Bolaang Mongondow Selatan,62.58
2020,Laki-laki,Sulawesi Utara,Bolaang Mongondow Timur,65.80
2020,Laki-laki,Sulawesi Utara,Kota Manado,69.89
2020,Laki-laki,Sulawesi Utara,Kota Bitung,69.07
2020,Laki-laki,Sulawesi Utara,Kota Tomohon,69.96
2020,Laki-laki,Sulawesi Utara,Kota Kotamobagu,68.47
2020,Laki-laki,Sulawesi Tengah,Banggai Kepulauan,64.33
2020,Laki-laki,Sulawesi Tengah,Banggai,68.90
2020,Laki-laki,Sulawesi Tengah,Morowali,67.08
2020,Laki-laki,Sulawesi Tengah,Poso,69.20
2020,Laki-laki,Sulawesi Tengah,Donggala,65.34
2020,Laki-laki,Sulawesi Tengah,Toli-Toli,63.95
2020,Laki-laki,Sulawesi Tengah,Buol,66.74
2020,Laki-laki,Sulawesi Tengah,Parigi Moutong,62.25
2020,Laki-laki,Sulawesi Tengah,Tojo Una-Una,63.71
2020,Laki-laki,Sulawesi Tengah,Sigi,67.96
2020,Laki-laki,Sulawesi Tengah,Banggai Laut,63.42
2020,Laki-laki,Sulawesi Tengah,Morowali Utara,67.51
2020,Laki-laki,Sulawesi Tengah,Kota Palu,68.99
2020,Laki-laki,Sulawesi Selatan,Kepulauan Selayar,66.43
2020,Laki-laki,Sulawesi Selatan,Bulukumba,65.88
2020,Laki-laki,Sulawesi Selatan,Bantaeng,68.45
2020,Laki-laki,Sulawesi Selatan,Jeneponto,64.38
2020,Laki-laki,Sulawesi Selatan,Takalar,65.16
2020,Laki-laki,Sulawesi Selatan,Gowa,68.42
2020,Laki-laki,Sulawesi Selatan,Sinjai,65.29
2020,Laki-laki,Sulawesi Selatan,Maros,66.97
2020,Laki-laki,Sulawesi Selatan,Pangkajene dan Kepulauan,64.65
2020,Laki-laki,Sulawesi Selatan,Barru,66.99
2020,Laki-laki,Sulawesi Selatan,Bone,65.04
2020,Laki-laki,Sulawesi Selatan,Soppeng,67.73
2020,Laki-laki,Sulawesi Selatan,Wajo,65.31
2020,Laki-laki,Sulawesi Selatan,Sidenreng Rappang,67.81
2020,Laki-laki,Sulawesi Selatan,Pinrang,67.65
2020,Laki-laki,Sulawesi Selatan,Enrekang,68.90
2020,Laki-laki,Sulawesi Selatan,Luwu,68.32
2020,Laki-laki,Sulawesi Selatan,Tana Toraja,71.37
2020,Laki-laki,Sulawesi Selatan,Luwu Utara,66.46
2020,Laki-laki,Sulawesi Selatan,Luwu Timur,68.51
2020,Laki-laki,Sulawesi Selatan,Toraja Utara,71.45
2020,Laki-laki,Sulawesi Selatan,Kota Makasar,70.12
2020,Laki-laki,Sulawesi Selatan,Kota Parepare,69.28
2020,Laki-laki,Sulawesi Selatan,Kota Palopo,68.88
2020,Laki-laki,Sulawesi Tenggara,Buton,66.10
2020,Laki-laki,Sulawesi Tenggara,Muna,68.18
2020,Laki-laki,Sulawesi Tenggara,Konawe,68.16
2020,Laki-laki,Sulawesi Tenggara,Kolaka,68.94
2020,Laki-laki,Sulawesi Tenggara,Konawe Selatan,68.66
2020,Laki-laki,Sulawesi Tenggara,Bombana,66.75
2020,Laki-laki,Sulawesi Tenggara,Wakatobi,68.27
2020,Laki-laki,Sulawesi Tenggara,Kolaka Utara,68.22
2020,Laki-laki,Sulawesi Tenggara,Buton Utara,68.77
2020,Laki-laki,Sulawesi Tenggara,Konawe Utara,67.30
2020,Laki-laki,Sulawesi Tenggara,Kolaka Timur,70.59
2020,Laki-laki,Sulawesi Tenggara,Konawe Kepulauan,66.25
2020,Laki-laki,Sulawesi Tenggara,Muna Barat,68.16
2020,Laki-laki,Sulawesi Tenggara,Buton Tengah,65.50
2020,Laki-laki,Sulawesi Tenggara,Buton Selatan,65.50
2020,Laki-laki,Sulawesi Tenggara,Kota Kendari,71.73
2020,Laki-laki,Sulawesi Tenggara,Kota Baubau,69.06
2020,Laki-laki,Gorontalo,Boalemo,67.06
2020,Laki-laki,Gorontalo,Gorontalo,66.14
2020,Laki-laki,Gorontalo,Pohuwato,62.12
2020,Laki-laki,Gorontalo,Bone Bolango,66.36
2020,Laki-laki,Gorontalo,Gorontalo Utara,63.91
2020,Laki-laki,Gorontalo,Kota Gorontalo,70.55
2020,Laki-laki,Sulawesi Barat,Majene,59.66
2020,Laki-laki,Sulawesi Barat,Polewali Mandar,60.45
2020,Laki-laki,Sulawesi Barat,Mamasa,68.85
2020,Laki-laki,Sulawesi Barat,Mamuju,65.49
2020,Laki-laki,Sulawesi Barat,Mamuju Utara,64.22
2020,Laki-laki,Sulawesi Barat,Mamuju Tengah,66.28
2020,Laki-laki,Maluku,Maluku Tenggara Barat,61.48
2020,Laki-laki,Maluku,Maluku Tenggara,63.11
2020,Laki-laki,Maluku,Maluku Tengah,64.42
2020,Laki-laki,Maluku,Buru,64.41
2020,Laki-laki,Maluku,Kepulauan Aru,60.93
2020,Laki-laki,Maluku,Seram Bagian Barat,59.78
2020,Laki-laki,Maluku,Seram Bagian Timur,57.57
2020,Laki-laki,Maluku,Maluku Barat Daya,60.47
2020,Laki-laki,Maluku,Buru Selatan,64.28
2020,Laki-laki,Maluku,Kota Ambon,68.51
2020,Laki-laki,Maluku,Kota Tual,63.51
2020,Laki-laki,Maluku Utara,Halmahera Barat,64.28
2020,Laki-laki,Maluku Utara,Halmahera Tengah,61.99
2020,Laki-laki,Maluku Utara,Kepulauan Sula,61.37
2020,Laki-laki,Maluku Utara,Halmahera Selatan,63.90
2020,Laki-laki,Maluku Utara,Halmahera Utara,67.55
2020,Laki-laki,Maluku Utara,Halmahera Timur,66.89
2020,Laki-laki,Maluku Utara,Pulau Morotai,65.18
2020,Laki-laki,Maluku Utara,Pulau Taliabu,60.20
2020,Laki-laki,Maluku Utara,Kota Ternate,68.99
2020,Laki-laki,Maluku Utara,Kota Tidore Kepulauan,67.36
2020,Laki-laki,Papua Barat,Fakfak,66.51
2020,Laki-laki,Papua Barat,Kaimana,62.92
2020,Laki-laki,Papua Barat,Teluk Wondama,58.31
2020,Laki-laki,Papua Barat,Teluk Bintuni,59.03
2020,Laki-laki,Papua Barat,Manokwari,66.73
2020,Laki-laki,Papua Barat,Sorong Selatan,64.33
2020,Laki-laki,Papua Barat,Sorong,64.19
2020,Laki-laki,Papua Barat,Raja Ampat,62.85
2020,Laki-laki,Papua Barat,Tambrauw,58.33
2020,Laki-laki,Papua Barat,Maybrat,63.25
2020,Laki-laki,Papua Barat,Manokwari Selatan,65.62
2020,Laki-laki,Papua Barat,Pegunungan Arfak,65.30
2020,Laki-laki,Papua Barat,Kota Sorong,68.76
2020,Laki-laki,Papua,Merauke,65.30
2020,Laki-laki,Papua,Jayawijaya,57.84
2020,Laki-laki,Papua,Jayapura,64.93
2020,Laki-laki,Papua,Nabire,65.97
2020,Laki-laki,Papua,Kepulauan Yapen,67.04
2020,Laki-laki,Papua,Biak Numfor,66.17
2020,Laki-laki,Papua,Paniai,64.33
2020,Laki-laki,Papua,Puncak Jaya,63.25
2020,Laki-laki,Papua,Mimika,70.42
2020,Laki-laki,Papua,Boven Digoel,58.16
2020,Laki-laki,Papua,Mappi,63.21
2020,Laki-laki,Papua,Asmat,56.28
2020,Laki-laki,Papua,Yahukimo,63.99
2020,Laki-laki,Papua,Pegunungan Bintang,62.41
2020,Laki-laki,Papua,Tolikara,63.78
2020,Laki-laki,Papua,Sarmi,64.43
2020,Laki-laki,Papua,Keerom,64.60
2020,Laki-laki,Papua,Waropen,64.39
2020,Laki-laki,Papua,Supiori,64.00
2020,Laki-laki,Papua,Mamberamo Raya,56.03
2020,Laki-laki,Papua,Nduga,53.57
2020,Laki-laki,Papua,Lanny Jaya,64.02
2020,Laki-laki,Papua,Mamberamo Tengah,61.71
2020,Laki-laki,Papua,Yalimo,63.39
2020,Laki-laki,Papua,Puncak,64.20
2020,Laki-laki,Papua,Dogiyai,63.80
2020,Laki-laki,Papua,Intan Jaya,63.58
2020,Laki-laki,Papua,Deiyai,63.32
2020,Laki-laki,Papua,Kota Jayapura,68.42
2020,Perempuan,Aceh,Simeulue,67.14
2020,Perempuan,Aceh,Aceh Singkil,69.31
2020,Perempuan,Aceh,Aceh Selatan,66.20
2020,Perempuan,Aceh,Aceh Tenggara,70.06
2020,Perempuan,Aceh,Aceh Timur,70.63
2020,Perempuan,Aceh,Aceh Tengah,70.78
2020,Perempuan,Aceh,Aceh Barat,69.91
2020,Perempuan,Aceh,Aceh Besar,71.69
2020,Perempuan,Aceh,Pidie,68.84
2020,Perempuan,Aceh,Bireuen,73.11
2020,Perempuan,Aceh,Aceh Utara,70.73
2020,Perempuan,Aceh,Aceh Barat Daya,66.86
2020,Perempuan,Aceh,Gayo Lues,67.34
2020,Perempuan,Aceh,Aceh Tamiang,71.50
2020,Perempuan,Aceh,Nagan Raya,71.13
2020,Perempuan,Aceh,Aceh Jaya,69.06
2020,Perempuan,Aceh,Bener Meriah,71.14
2020,Perempuan,Aceh,Pidie Jaya,72.04
2020,Perempuan,Aceh,Kota Banda Aceh,73.33
2020,Perempuan,Aceh,Kota Sabang,72.42
2020,Perempuan,Aceh,Kota Langsa,71.34
2020,Perempuan,Aceh,Kota Lhokseumawe,73.47
2020,Perempuan,Aceh,Kota Subulussalam,65.86
2020,Perempuan,Sumatera Utara,Nias,71.67
2020,Perempuan,Sumatera Utara,Mandailing Natal,64.42
2020,Perempuan,Sumatera Utara,Tapanuli Selatan,66.77
2020,Perempuan,Sumatera Utara,Tapanuli Tengah,69.09
2020,Perempuan,Sumatera Utara,Tapanuli Utara,70.57
2020,Perempuan,Sumatera Utara,Toba Samosir,71.99
2020,Perempuan,Sumatera Utara,Labuhan Batu,71.86
2020,Perempuan,Sumatera Utara,Asahan,70.20
2020,Perempuan,Sumatera Utara,Simalungun,73.12
2020,Perempuan,Sumatera Utara,Dairi,70.91
2020,Perempuan,Sumatera Utara,Karo,73.28
2020,Perempuan,Sumatera Utara,Deli Serdang,73.61
2020,Perempuan,Sumatera Utara,Langkat,70.71
2020,Perempuan,Sumatera Utara,Nias Selatan,70.65
2020,Perempuan,Sumatera Utara,Humbang Hasundutan,71.18
2020,Perempuan,Sumatera Utara,Pakpak Bharat,67.62
2020,Perempuan,Sumatera Utara,Samosir,73.16
2020,Perempuan,Sumatera Utara,Serdang Bedagai,70.61
2020,Perempuan,Sumatera Utara,Batu Bara,68.85
2020,Perempuan,Sumatera Utara,Padang Lawas Utara,69.10
2020,Perempuan,Sumatera Utara,Padang Lawas,68.99
2020,Perempuan,Sumatera Utara,Labuhan Batu Selatan,70.65
2020,Perempuan,Sumatera Utara,Labuhan Batu Utara,71.37
2020,Perempuan,Sumatera Utara,Nias Utara,71.34
2020,Perempuan,Sumatera Utara,Nias Barat,70.88
2020,Perempuan,Sumatera Utara,Kota Sibolga,70.93
2020,Perempuan,Sumatera Utara,Kota Tanjung Balai,65.10
2020,Perempuan,Sumatera Utara,Kota Pematang Siantar,75.38
2020,Perempuan,Sumatera Utara,Kota Tebing Tinggi,72.77
2020,Perempuan,Sumatera Utara,Kota Medan,74.98
2020,Perempuan,Sumatera Utara,Kota Binjai,74.24
2020,Perempuan,Sumatera Utara,Kota Padangsidimpuan,71.35
2020,Perempuan,Sumatera Utara,Kota Gunungsitoli,73.08
2020,Perempuan,Sumatera Barat,Kepulauan Mentawai,66.59
2020,Perempuan,Sumatera Barat,Pesisir Selatan,72.76
2020,Perempuan,Sumatera Barat,Solok,70.50
2020,Perempuan,Sumatera Barat,Sijunjung,68.09
2020,Perempuan,Sumatera Barat,Tanah Datar,71.86
2020,Perempuan,Sumatera Barat,Padang Pariaman,70.72
2020,Perempuan,Sumatera Barat,Agam,74.24
2020,Perempuan,Sumatera Barat,Lima Puluh Kota,71.71
2020,Perempuan,Sumatera Barat,Pasaman,69.34
2020,Perempuan,Sumatera Barat,Solok Selatan,69.76
2020,Perempuan,Sumatera Barat,Dharmasraya,73.22
2020,Perempuan,Sumatera Barat,Pasaman Barat,69.78
2020,Perempuan,Sumatera Barat,Kota Padang,75.45
2020,Perempuan,Sumatera Barat,Kota Solok,75.44
2020,Perempuan,Sumatera Barat,Kota Sawah Lunto,71.90
2020,Perempuan,Sumatera Barat,Kota Padang Panjang,74.63
2020,Perempuan,Sumatera Barat,Kota Bukittinggi,76.18
2020,Perempuan,Sumatera Barat,Kota Payakumbuh,75.56
2020,Perempuan,Sumatera Barat,Kota Pariaman,72.20
2020,Perempuan,Riau,Kuantan Singingi,70.48
2020,Perempuan,Riau,Indragiri Hulu,72.17
2020,Perempuan,Riau,Indragiri Hilir,69.79
2020,Perempuan,Riau,Pelalawan,73.05
2020,Perempuan,Riau,Siak,72.99
2020,Perempuan,Riau,Kampar,72.68
2020,Perempuan,Riau,Rokan Hulu,71.97
2020,Perempuan,Riau,Bengkalis,73.08
2020,Perempuan,Riau,Rokan Hilir,72.21
2020,Perempuan,Riau,Kepulauan Meranti,69.59
2020,Perempuan,Riau,Kota Pekanbaru,74.20
2020,Perempuan,Riau,Kota Dumai,72.83
2020,Perempuan,Jambi,Kerinci,71.84
2020,Perempuan,Jambi,Merangin,73.15
2020,Perempuan,Jambi,Sarolangun,71.16
2020,Perempuan,Jambi,Batang Hari,72.48
2020,Perempuan,Jambi,Muaro Jambi,73.16
2020,Perempuan,Jambi,Tanjung Jabung Timur,68.12
2020,Perempuan,Jambi,Tanjung Jabung Barat,70.06
2020,Perempuan,Jambi,Tebo,71.90
2020,Perempuan,Jambi,Bungo,69.66
2020,Perempuan,Jambi,Kota Jambi,74.50
2020,Perempuan,Jambi,Kota Sungai Penuh,73.98
2020,Perempuan,Sumatera Selatan,Ogan Komering Ulu,70.15
2020,Perempuan,Sumatera Selatan,Ogan Komering Ilir,70.57
2020,Perempuan,Sumatera Selatan,Muara Enim,70.86
2020,Perempuan,Sumatera Selatan,Lahat,67.95
2020,Perempuan,Sumatera Selatan,Musi Rawas,70.10
2020,Perempuan,Sumatera Selatan,Musi Banyuasin,70.71
2020,Perempuan,Sumatera Selatan,Banyu Asin,70.92
2020,Perempuan,Sumatera Selatan,Ogan Komering Ulu Selatan,68.97
2020,Perempuan,Sumatera Selatan,Ogan Komering Ulu Timur,71.05
2020,Perempuan,Sumatera Selatan,Ogan Ilir,67.38
2020,Perempuan,Sumatera Selatan,Empat Lawang,66.97
2020,Perempuan,Sumatera Selatan,Penukal Abab Lematang Ilir,70.23
2020,Perempuan,Sumatera Selatan,Musi Rawas Utara,67.57
2020,Perempuan,Sumatera Selatan,Kota Palembang,72.71
2020,Perempuan,Sumatera Selatan,Kota Prabumulih,72.24
2020,Perempuan,Sumatera Selatan,Kota Pagar Alam,68.64
2020,Perempuan,Sumatera Selatan,Kota Lubuklinggau,71.19
2020,Perempuan,Bengkulu,Bengkulu Selatan,69.88
2020,Perempuan,Bengkulu,Rejang Lebong,70.50
2020,Perempuan,Bengkulu,Bengkulu Utara,70.12
2020,Perempuan,Bengkulu,Kaur,68.52
2020,Perempuan,Bengkulu,Seluma,69.66
2020,Perempuan,Bengkulu,Mukomuko,68.54
2020,Perempuan,Bengkulu,Lebong,65.18
2020,Perempuan,Bengkulu,Kepahiang,69.88
2020,Perempuan,Bengkulu,Bengkulu Tengah,70.17
2020,Perempuan,Bengkulu,Kota Bengkulu,72.05
2020,Perempuan,Lampung,Lampung Barat,69.50
2020,Perempuan,Lampung,Tanggamus,70.47
2020,Perempuan,Lampung,Lampung Selatan,71.24
2020,Perempuan,Lampung,Lampung Timur,72.63
2020,Perempuan,Lampung,Lampung Tengah,71.77
2020,Perempuan,Lampung,Lampung Utara,71.13
2020,Perempuan,Lampung,Way Kanan,71.32
2020,Perempuan,Lampung,Tulangbawang,71.89
2020,Perempuan,Lampung,Pesawaran,70.94
2020,Perempuan,Lampung,Pringsewu,71.98
2020,Perempuan,Lampung,Mesuji,70.12
2020,Perempuan,Lampung,Tulang Bawang Barat,71.91
2020,Perempuan,Lampung,Pesisir Barat,65.34
2020,Perempuan,Lampung,Kota Bandar Lampung,73.23
2020,Perempuan,Lampung,Kota Metro,73.51
2020,Perempuan,Kep. Bangka Belitung,Bangka,72.94
2020,Perempuan,Kep. Bangka Belitung,Belitung,72.93
2020,Perempuan,Kep. Bangka Belitung,Bangka Barat,71.98
2020,Perempuan,Kep. Bangka Belitung,Bangka Tengah,73.23
2020,Perempuan,Kep. Bangka Belitung,Bangka Selatan,70.10
2020,Perempuan,Kep. Bangka Belitung,Belitung Timur,73.91
2020,Perempuan,Kep. Bangka Belitung,Kota Pangkal Pinang,75.12
2020,Perempuan,Kepulauan Riau,Karimun,72.81
2020,Perempuan,Kepulauan Riau,Bintan,72.30
2020,Perempuan,Kepulauan Riau,Natuna,66.92
2020,Perempuan,Kepulauan Riau,Lingga,63.88
2020,Perempuan,Kepulauan Riau,Kepulauan Anambas,69.11
2020,Perempuan,Kepulauan Riau,Kota Batam,75.17
2020,Perempuan,Kepulauan Riau,Kota Tanjung Pinang,73.97
2020,Perempuan,DKI Jakarta,Kep. Seribu,70.74
2020,Perempuan,DKI Jakarta,Kota Jakarta Selatan,76.04
2020,Perempuan,DKI Jakarta,Kota Jakarta Timur,76.22
2020,Perempuan,DKI Jakarta,Kota Jakarta Pusat,75.92
2020,Perempuan,DKI Jakarta,Kota Jakarta Barat,75.43
2020,Perempuan,DKI Jakarta,Kota Jakarta Utara,75.13
2020,Perempuan,Jawa Barat,Bogor,73.06
2020,Perempuan,Jawa Barat,Sukabumi,72.87
2020,Perempuan,Jawa Barat,Cianjur,72.03
2020,Perempuan,Jawa Barat,Bandung,75.34
2020,Perempuan,Jawa Barat,Garut,73.30
2020,Perempuan,Jawa Barat,Tasikmalaya,71.39
2020,Perempuan,Jawa Barat,Ciamis,73.72
2020,Perempuan,Jawa Barat,Kuningan,75.42
2020,Perempuan,Jawa Barat,Cirebon,73.87
2020,Perempuan,Jawa Barat,Majalengka,72.18
2020,Perempuan,Jawa Barat,Sumedang,74.30
2020,Perempuan,Jawa Barat,Indramayu,73.52
2020,Perempuan,Jawa Barat,Subang,74.22
2020,Perempuan,Jawa Barat,Purwakarta,72.89
2020,Perempuan,Jawa Barat,Karawang,74.03
2020,Perempuan,Jawa Barat,Bekasi,75.50
2020,Perempuan,Jawa Barat,Bandung Barat,74.20
2020,Perempuan,Jawa Barat,Pangandaran,73.29
2020,Perempuan,Jawa Barat,Kota Bogor,75.44
2020,Perempuan,Jawa Barat,Kota Sukabumi,74.28
2020,Perempuan,Jawa Barat,Kota Bandung,75.97
2020,Perempuan,Jawa Barat,Kota Cirebon,74.13
2020,Perempuan,Jawa Barat,Kota Bekasi,76.71
2020,Perempuan,Jawa Barat,Kota Depok,76.42
2020,Perempuan,Jawa Barat,Kota Cimahi,75.77
2020,Perempuan,Jawa Barat,Kota Tasikmalaya,74.02
2020,Perempuan,Jawa Barat,Kota Banjar,72.89
2020,Perempuan,Jawa Tengah,Cilacap,75.56
2020,Perempuan,Jawa Tengah,Banyumas,75.55
2020,Perempuan,Jawa Tengah,Purbalingga,74.99
2020,Perempuan,Jawa Tengah,Banjarnegara,75.99
2020,Perempuan,Jawa Tengah,Kebumen,75.24
2020,Perempuan,Jawa Tengah,Purworejo,76.51
2020,Perempuan,Jawa Tengah,Wonosobo,73.70
2020,Perempuan,Jawa Tengah,Magelang,75.55
2020,Perempuan,Jawa Tengah,Boyolali,77.85
2020,Perempuan,Jawa Tengah,Klaten,78.69
2020,Perempuan,Jawa Tengah,Sukoharjo,79.61
2020,Perempuan,Jawa Tengah,Wonogiri,78.02
2020,Perempuan,Jawa Tengah,Karanganyar,79.32
2020,Perempuan,Jawa Tengah,Sragen,77.54
2020,Perempuan,Jawa Tengah,Grobogan,76.54
2020,Perempuan,Jawa Tengah,Blora,76.21
2020,Perempuan,Jawa Tengah,Rembang,76.34
2020,Perempuan,Jawa Tengah,Pati,78.01
2020,Perempuan,Jawa Tengah,Kudus,78.57
2020,Perempuan,Jawa Tengah,Jepara,77.81
2020,Perempuan,Jawa Tengah,Demak,77.29
2020,Perempuan,Jawa Tengah,Semarang,77.61
2020,Perempuan,Jawa Tengah,Temanggung,77.49
2020,Perempuan,Jawa Tengah,Kendal,76.26
2020,Perempuan,Jawa Tengah,Batang,76.58
2020,Perempuan,Jawa Tengah,Pekalongan,75.52
2020,Perempuan,Jawa Tengah,Pemalang,75.24
2020,Perempuan,Jawa Tengah,Tegal,73.47
2020,Perempuan,Jawa Tengah,Brebes,71.23
2020,Perempuan,Jawa Tengah,Kota Magelang,78.74
2020,Perempuan,Jawa Tengah,Kota Surakarta,79.12
2020,Perempuan,Jawa Tengah,Kota Salatiga,79.29
2020,Perempuan,Jawa Tengah,Kota Semarang,79.26
2020,Perempuan,Jawa Tengah,Kota Pekalongan,76.18
2020,Perempuan,Jawa Tengah,Kota Tegal,76.38
2020,Perempuan,DI Yogyakarta,Kulon Progo,77.15
2020,Perempuan,DI Yogyakarta,Bantul,75.68
2020,Perempuan,DI Yogyakarta,Gunung Kidul,75.93
2020,Perempuan,DI Yogyakarta,Sleman,76.68
2020,Perempuan,DI Yogyakarta,Kota Yogyakarta,76.37
2020,Perempuan,Jawa Timur,Pacitan,73.82
2020,Perempuan,Jawa Timur,Ponorogo,74.62
2020,Perempuan,Jawa Timur,Trenggalek,75.56
2020,Perempuan,Jawa Timur,Tulungagung,75.88
2020,Perempuan,Jawa Timur,Blitar,75.35
2020,Perempuan,Jawa Timur,Kediri,74.46
2020,Perempuan,Jawa Timur,Malang,74.41
2020,Perempuan,Jawa Timur,Lumajang,72.02
2020,Perempuan,Jawa Timur,Jember,71.08
2020,Perempuan,Jawa Timur,Banyuwangi,72.58
2020,Perempuan,Jawa Timur,Bondowoso,68.65
2020,Perempuan,Jawa Timur,Situbondo,71.04
2020,Perempuan,Jawa Timur,Probolinggo,69.12
2020,Perempuan,Jawa Timur,Pasuruan,72.15
2020,Perempuan,Jawa Timur,Sidoarjo,75.83
2020,Perempuan,Jawa Timur,Mojokerto,74.38
2020,Perempuan,Jawa Timur,Jombang,74.26
2020,Perempuan,Jawa Timur,Nganjuk,73.43
2020,Perempuan,Jawa Timur,Madiun,73.27
2020,Perempuan,Jawa Timur,Magetan,74.46
2020,Perempuan,Jawa Timur,Ngawi,74.16
2020,Perempuan,Jawa Timur,Bojonegoro,73.44
2020,Perempuan,Jawa Timur,Tuban,73.32
2020,Perempuan,Jawa Timur,Lamongan,74.26
2020,Perempuan,Jawa Timur,Gresik,74.52
2020,Perempuan,Jawa Timur,Bangkalan,72.10
2020,Perempuan,Jawa Timur,Sampang,69.98
2020,Perempuan,Jawa Timur,Pamekasan,69.51
2020,Perempuan,Jawa Timur,Sumenep,73.29
2020,Perempuan,Jawa Timur,Kota Kediri,75.84
2020,Perempuan,Jawa Timur,Kota Blitar,75.56
2020,Perempuan,Jawa Timur,Kota Malang,75.13
2020,Perempuan,Jawa Timur,Kota Probolinggo,72.21
2020,Perempuan,Jawa Timur,Kota Pasuruan,73.40
2020,Perempuan,Jawa Timur,Kota Mojokerto,75.16
2020,Perempuan,Jawa Timur,Kota Madiun,74.67
2020,Perempuan,Jawa Timur,Kota Surabaya,75.97
2020,Perempuan,Jawa Timur,Kota Batu,74.49
2020,Perempuan,Banten,Pandeglang,66.54
2020,Perempuan,Banten,Lebak,69.13
2020,Perempuan,Banten,Tangerang,71.81
2020,Perempuan,Banten,Serang,66.50
2020,Perempuan,Banten,Kota Tangerang,73.49
2020,Perempuan,Banten,Kota Cilegon,68.58
2020,Perempuan,Banten,Kota Serang,69.94
2020,Perempuan,Banten,Kota Tangerang Selatan,74.31
2020,Perempuan,Bali,Jembrana,74.22
2020,Perempuan,Bali,Tabanan,75.48
2020,Perempuan,Bali,Badung,76.77
2020,Perempuan,Bali,Gianyar,75.50
2020,Perempuan,Bali,Klungkung,73.14
2020,Perempuan,Bali,Bangli,72.44
2020,Perempuan,Bali,Karangasem,72.38
2020,Perempuan,Bali,Buleleng,73.71
2020,Perempuan,Bali,Kota Denpasar,76.61
2020,Perempuan,Nusa Tenggara Barat,Lombok Barat,68.84
2020,Perempuan,Nusa Tenggara Barat,Lombok Tengah,68.09
2020,Perempuan,Nusa Tenggara Barat,Lombok Timur,67.85
2020,Perempuan,Nusa Tenggara Barat,Sumbawa,69.45
2020,Perempuan,Nusa Tenggara Barat,Dompu,68.71
2020,Perempuan,Nusa Tenggara Barat,Bima,68.21
2020,Perempuan,Nusa Tenggara Barat,Sumbawa Barat,69.99
2020,Perempuan,Nusa Tenggara Barat,Lombok Utara,69.06
2020,Perempuan,Nusa Tenggara Barat,Kota Mataram,73.64
2020,Perempuan,Nusa Tenggara Barat,Kota Bima,72.29
2020,Perempuan,Nusa Tenggara Timur,Sumba Barat,68.98
2020,Perempuan,Nusa Tenggara Timur,Sumba Timur,66.98
2020,Perempuan,Nusa Tenggara Timur,Kupang,66.47
2020,Perempuan,Nusa Tenggara Timur,Timor Tengah Selatan,68.30
2020,Perempuan,Nusa Tenggara Timur,Timor Tengah Utara,68.86
2020,Perempuan,Nusa Tenggara Timur,Belu,66.45
2020,Perempuan,Nusa Tenggara Timur,Alor,63.26
2020,Perempuan,Nusa Tenggara Timur,Lembata,68.96
2020,Perempuan,Nusa Tenggara Timur,Flores Timur,67.06
2020,Perempuan,Nusa Tenggara Timur,Sikka,69.14
2020,Perempuan,Nusa Tenggara Timur,Ende,67.13
2020,Perempuan,Nusa Tenggara Timur,Ngada,69.96
2020,Perempuan,Nusa Tenggara Timur,Manggarai,68.91
2020,Perempuan,Nusa Tenggara Timur,Rote Ndao,66.43
2020,Perempuan,Nusa Tenggara Timur,Manggarai Barat,69.29
2020,Perempuan,Nusa Tenggara Timur,Sumba Tengah,70.30
2020,Perempuan,Nusa Tenggara Timur,Sumba Barat Daya,70.43
2020,Perempuan,Nusa Tenggara Timur,Nagekeo,69.03
2020,Perempuan,Nusa Tenggara Timur,Manggarai Timur,69.96
2020,Perempuan,Nusa Tenggara Timur,Sabu Raijua,62.41
2020,Perempuan,Nusa Tenggara Timur,Malaka,66.82
2020,Perempuan,Nusa Tenggara Timur,Kota Kupang,71.43
2020,Perempuan,Kalimantan Barat,Sambas,70.85
2020,Perempuan,Kalimantan Barat,Bengkayang,75.57
2020,Perempuan,Kalimantan Barat,Landak,74.69
2020,Perempuan,Kalimantan Barat,Mempawah,72.96
2020,Perempuan,Kalimantan Barat,Sanggau,73.30
2020,Perempuan,Kalimantan Barat,Ketapang,73.01
2020,Perempuan,Kalimantan Barat,Sintang,73.59
2020,Perempuan,Kalimantan Barat,Kapuas Hulu,74.34
2020,Perempuan,Kalimantan Barat,Sekadau,73.71
2020,Perempuan,Kalimantan Barat,Melawi,74.77
2020,Perempuan,Kalimantan Barat,Kayong Utara,70.23
2020,Perempuan,Kalimantan Barat,Kubu Raya,72.50
2020,Perempuan,Kalimantan Barat,Kota Pontianak,74.81
2020,Perempuan,Kalimantan Barat,Kota Singkawang,73.93
2020,Perempuan,Kalimantan Tengah,Kotawaringin Barat,72.49
2020,Perempuan,Kalimantan Tengah,Kotawaringin Timur,71.77
2020,Perempuan,Kalimantan Tengah,Kapuas,70.66
2020,Perempuan,Kalimantan Tengah,Barito Selatan,68.99
2020,Perempuan,Kalimantan Tengah,Barito Utara,73.19
