Provinsi,Tahun,Tamu,Hotel,Jumlah
Kalimantan Selatan,2009,WNA,Berbintang,7.1
Kalimantan Selatan,2010,WNA,Berbintang,8
Kalimantan Selatan,2011,WNA,Berbintang,9.3
Kalimantan Selatan,2012,WNA,Berbintang,7.5
Kalimantan Selatan,2013,WNA,Berbintang,7.6
Kalimantan Selatan,2014,WNA,Berbintang,8.3
Kalimantan Selatan,2015,WNA,Berbintang,11.6
Kalimantan Selatan,2016,WNA,Berbintang,13.04
Kalimantan Selatan,2017,WNA,Berbintang,13.1
Kalimantan Selatan,2018,WNA,Berbintang,12.1
Kalimantan Selatan,2019,WNA,Berbintang,9.41
Kalimantan Selatan,2020,WNA,Berbintang,2.12
Kalimantan Selatan,2021,WNA,Berbintang,1.05
Kalimantan Selatan,2003,WNI,Berbintang,90.8
Kalimantan Selatan,2004,WNI,Berbintang,106.1
Kalimantan Selatan,2005,WNI,Berbintang,119.9
Kalimantan Selatan,2006,WNI,Berbintang,165.4
Kalimantan Selatan,2007,WNI,Berbintang,197.7
Kalimantan Selatan,2008,WNI,Berbintang,231.4
Kalimantan Selatan,2009,WNI,Berbintang,241.9
Kalimantan Selatan,2010,WNI,Berbintang,293.3
Kalimantan Selatan,2011,WNI,Berbintang,316
Kalimantan Selatan,2012,WNI,Berbintang,332.2
Kalimantan Selatan,2013,WNI,Berbintang,543.6
Kalimantan Selatan,2014,WNI,Berbintang,579.1
Kalimantan Selatan,2015,WNI,Berbintang,970.8
Kalimantan Selatan,2016,WNI,Berbintang,1076.84
Kalimantan Selatan,2017,WNI,Berbintang,1130.93
Kalimantan Selatan,2018,WNI,Berbintang,1116.23
Kalimantan Selatan,2019,WNI,Berbintang,1073.82
Kalimantan Selatan,2020,WNI,Berbintang,2.12
Kalimantan Selatan,2021,WNI,Berbintang,831.01
Kalimantan Selatan,2003,WNA,Non-Bintang,66
Kalimantan Selatan,2004,WNA,Non-Bintang,67
Kalimantan Selatan,2005,WNA,Non-Bintang,60
Kalimantan Selatan,2006,WNA,Non-Bintang,538
Kalimantan Selatan,2007,WNA,Non-Bintang,1395
Kalimantan Selatan,2008,WNA,Non-Bintang,3381
Kalimantan Selatan,2009,WNA,Non-Bintang,452
Kalimantan Selatan,2010,WNA,Non-Bintang,661
Kalimantan Selatan,2011,WNA,Non-Bintang,2508
Kalimantan Selatan,2012,WNA,Non-Bintang,159
Kalimantan Selatan,2013,WNA,Non-Bintang,1406.84
Kalimantan Selatan,2014,WNA,Non-Bintang,268.57
Kalimantan Selatan,2015,WNA,Non-Bintang,183.52
Kalimantan Selatan,2016,WNA,Non-Bintang,586
Kalimantan Selatan,2017,WNA,Non-Bintang,619.86
Kalimantan Selatan,2018,WNA,Non-Bintang,618
Kalimantan Selatan,2019,WNA,Non-Bintang,505
Kalimantan Selatan,2020,WNA,Non-Bintang,27
Kalimantan Selatan,2021,WNA,Non-Bintang,50
Kalimantan Selatan,2003,WNI,Non-Bintang,287120
Kalimantan Selatan,2004,WNI,Non-Bintang,244628
Kalimantan Selatan,2005,WNI,Non-Bintang,281993
Kalimantan Selatan,2006,WNI,Non-Bintang,350159
Kalimantan Selatan,2007,WNI,Non-Bintang,583040
Kalimantan Selatan,2008,WNI,Non-Bintang,431400
Kalimantan Selatan,2009,WNI,Non-Bintang,412682
Kalimantan Selatan,2010,WNI,Non-Bintang,559046
Kalimantan Selatan,2011,WNI,Non-Bintang,717374
Kalimantan Selatan,2012,WNI,Non-Bintang,685288
Kalimantan Selatan,2013,WNI,Non-Bintang,525610.56
Kalimantan Selatan,2014,WNI,Non-Bintang,910215.95
Kalimantan Selatan,2015,WNI,Non-Bintang,311340.67
Kalimantan Selatan,2016,WNI,Non-Bintang,1056777
Kalimantan Selatan,2017,WNI,Non-Bintang,1104682.29
Kalimantan Selatan,2018,WNI,Non-Bintang,1143917
Kalimantan Selatan,2019,WNI,Non-Bintang,942969.8
Kalimantan Selatan,2020,WNI,Non-Bintang,302946
Kalimantan Selatan,2021,WNI,Non-Bintang,618299
Kalimantan Timur,2003,WNA,Berbintang,26.8
Kalimantan Timur,2004,WNA,Berbintang,27.8
Kalimantan Timur,2005,WNA,Berbintang,26.4
Kalimantan Timur,2006,WNA,Berbintang,24.1
Kalimantan Timur,2007,WNA,Berbintang,23.5
Kalimantan Timur,2008,WNA,Berbintang,26.7
Kalimantan Timur,2009,WNA,Berbintang,30.4
Kalimantan Timur,2010,WNA,Berbintang,35.7
Kalimantan Timur,2011,WNA,Berbintang,39.4
Kalimantan Timur,2012,WNA,Berbintang,53.2
Kalimantan Timur,2013,WNA,Berbintang,54.3
Kalimantan Timur,2014,WNA,Berbintang,52.4
Kalimantan Timur,2015,WNA,Berbintang,39.2
Kalimantan Timur,2016,WNA,Berbintang,38.33
Kalimantan Timur,2017,WNA,Berbintang,37.62
Kalimantan Timur,2018,WNA,Berbintang,23.41
Kalimantan Timur,2019,WNA,Berbintang,30.66
Kalimantan Timur,2020,WNA,Berbintang,10.52
Kalimantan Timur,2021,WNA,Berbintang,6.5
Kalimantan Timur,2003,WNI,Berbintang,264.1
Kalimantan Timur,2004,WNI,Berbintang,260.8
Kalimantan Timur,2005,WNI,Berbintang,256.8
Kalimantan Timur,2006,WNI,Berbintang,268.8
Kalimantan Timur,2007,WNI,Berbintang,295.3
Kalimantan Timur,2008,WNI,Berbintang,329.1
Kalimantan Timur,2009,WNI,Berbintang,374
Kalimantan Timur,2010,WNI,Berbintang,443.1
Kalimantan Timur,2011,WNI,Berbintang,739.9
Kalimantan Timur,2012,WNI,Berbintang,947.1
Kalimantan Timur,2013,WNI,Berbintang,900.9
Kalimantan Timur,2014,WNI,Berbintang,1275.7
Kalimantan Timur,2015,WNI,Berbintang,1603.2
Kalimantan Timur,2016,WNI,Berbintang,1924.77
Kalimantan Timur,2017,WNI,Berbintang,2062.03
Kalimantan Timur,2018,WNI,Berbintang,1399.57
Kalimantan Timur,2019,WNI,Berbintang,1910
Kalimantan Timur,2020,WNI,Berbintang,10.52
Kalimantan Timur,2021,WNI,Berbintang,1307.09
Kalimantan Timur,2003,WNA,Non-Bintang,1458
Kalimantan Timur,2004,WNA,Non-Bintang,1227
Kalimantan Timur,2005,WNA,Non-Bintang,3153
Kalimantan Timur,2006,WNA,Non-Bintang,3701
Kalimantan Timur,2007,WNA,Non-Bintang,3882
Kalimantan Timur,2008,WNA,Non-Bintang,2763
Kalimantan Timur,2009,WNA,Non-Bintang,39190
Kalimantan Timur,2010,WNA,Non-Bintang,2749
Kalimantan Timur,2011,WNA,Non-Bintang,40137
Kalimantan Timur,2012,WNA,Non-Bintang,5721
Kalimantan Timur,2013,WNA,Non-Bintang,32520.86
Kalimantan Timur,2014,WNA,Non-Bintang,7204.51
Kalimantan Timur,2015,WNA,Non-Bintang,2346.85
Kalimantan Timur,2016,WNA,Non-Bintang,1614
Kalimantan Timur,2017,WNA,Non-Bintang,2575.13
Kalimantan Timur,2018,WNA,Non-Bintang,4626
Kalimantan Timur,2019,WNA,Non-Bintang,3151
Kalimantan Timur,2020,WNA,Non-Bintang,122
Kalimantan Timur,2021,WNA,Non-Bintang,192
Kalimantan Timur,2003,WNI,Non-Bintang,857046
Kalimantan Timur,2004,WNI,Non-Bintang,1080563
Kalimantan Timur,2005,WNI,Non-Bintang,959331
Kalimantan Timur,2006,WNI,Non-Bintang,796963
Kalimantan Timur,2007,WNI,Non-Bintang,1019919
Kalimantan Timur,2008,WNI,Non-Bintang,956587
Kalimantan Timur,2009,WNI,Non-Bintang,1307484
Kalimantan Timur,2010,WNI,Non-Bintang,1188063
Kalimantan Timur,2011,WNI,Non-Bintang,1793035
Kalimantan Timur,2012,WNI,Non-Bintang,1249650
Kalimantan Timur,2013,WNI,Non-Bintang,1154760.08
Kalimantan Timur,2014,WNI,Non-Bintang,1343209.32
Kalimantan Timur,2015,WNI,Non-Bintang,324577.55
Kalimantan Timur,2016,WNI,Non-Bintang,1118874
Kalimantan Timur,2017,WNI,Non-Bintang,1174480.61
Kalimantan Timur,2018,WNI,Non-Bintang,1052567
Kalimantan Timur,2019,WNI,Non-Bintang,1008884
Kalimantan Timur,2020,WNI,Non-Bintang,266465
Kalimantan Timur,2021,WNI,Non-Bintang,745114
Kalimantan Utara,2003,WNA,Berbintang,0
Kalimantan Utara,2004,WNA,Berbintang,0
Kalimantan Utara,2005,WNA,Berbintang,0
Kalimantan Utara,2006,WNA,Berbintang,0
Kalimantan Utara,2007,WNA,Berbintang,0
Kalimantan Utara,2008,WNA,Berbintang,0
Kalimantan Utara,2009,WNA,Berbintang,0
Kalimantan Utara,2010,WNA,Berbintang,0
Kalimantan Utara,2011,WNA,Berbintang,0
Kalimantan Utara,2012,WNA,Berbintang,0
Kalimantan Utara,2013,WNA,Berbintang,0
Kalimantan Utara,2014,WNA,Berbintang,0
Kalimantan Utara,2015,WNA,Berbintang,1.3
Kalimantan Utara,2016,WNA,Berbintang,1.89
Kalimantan Utara,2017,WNA,Berbintang,2.86
Kalimantan Utara,2018,WNA,Berbintang,2.44
Kalimantan Utara,2019,WNA,Berbintang,2.57
Kalimantan Utara,2020,WNA,Berbintang,1.38
Kalimantan Utara,2021,WNA,Berbintang,0.43
Kalimantan Utara,2003,WNI,Berbintang,0
Kalimantan Utara,2004,WNI,Berbintang,0
Kalimantan Utara,2005,WNI,Berbintang,0
Kalimantan Utara,2006,WNI,Berbintang,0
Kalimantan Utara,2007,WNI,Berbintang,0
Kalimantan Utara,2008,WNI,Berbintang,0
Kalimantan Utara,2009,WNI,Berbintang,0
Kalimantan Utara,2010,WNI,Berbintang,0
Kalimantan Utara,2011,WNI,Berbintang,0
Kalimantan Utara,2012,WNI,Berbintang,0
Kalimantan Utara,2013,WNI,Berbintang,0
Kalimantan Utara,2014,WNI,Berbintang,0
Kalimantan Utara,2015,WNI,Berbintang,68.1
Kalimantan Utara,2016,WNI,Berbintang,116.82
Kalimantan Utara,2017,WNI,Berbintang,128.02
Kalimantan Utara,2018,WNI,Berbintang,66.57
Kalimantan Utara,2019,WNI,Berbintang,75.14
Kalimantan Utara,2020,WNI,Berbintang,1.38
Kalimantan Utara,2021,WNI,Berbintang,81.18
Kalimantan Utara,2003,WNA,Non-Bintang,0
Kalimantan Utara,2004,WNA,Non-Bintang,0
Kalimantan Utara,2005,WNA,Non-Bintang,0
Kalimantan Utara,2006,WNA,Non-Bintang,0
Kalimantan Utara,2007,WNA,Non-Bintang,0
Kalimantan Utara,2008,WNA,Non-Bintang,0
Kalimantan Utara,2009,WNA,Non-Bintang,0
Kalimantan Utara,2010,WNA,Non-Bintang,0
Kalimantan Utara,2011,WNA,Non-Bintang,0
Kalimantan Utara,2012,WNA,Non-Bintang,0
Kalimantan Utara,2013,WNA,Non-Bintang,0
Kalimantan Utara,2014,WNA,Non-Bintang,0
Kalimantan Utara,2015,WNA,Non-Bintang,531.46
Kalimantan Utara,2016,WNA,Non-Bintang,3429
Kalimantan Utara,2017,WNA,Non-Bintang,2779.56
Kalimantan Utara,2018,WNA,Non-Bintang,4560
Kalimantan Utara,2019,WNA,Non-Bintang,2424
Kalimantan Utara,2020,WNA,Non-Bintang,1198
Kalimantan Utara,2021,WNA,Non-Bintang,57
Kalimantan Utara,2003,WNI,Non-Bintang,0
Kalimantan Utara,2004,WNI,Non-Bintang,0
Kalimantan Utara,2005,WNI,Non-Bintang,0
Kalimantan Utara,2006,WNI,Non-Bintang,0
Kalimantan Utara,2007,WNI,Non-Bintang,0
Kalimantan Utara,2008,WNI,Non-Bintang,0
Kalimantan Utara,2009,WNI,Non-Bintang,0
Kalimantan Utara,2010,WNI,Non-Bintang,0
Kalimantan Utara,2011,WNI,Non-Bintang,0
Kalimantan Utara,2012,WNI,Non-Bintang,0
Kalimantan Utara,2013,WNI,Non-Bintang,0
Kalimantan Utara,2014,WNI,Non-Bintang,0
Kalimantan Utara,2015,WNI,Non-Bintang,219368.4
Kalimantan Utara,2016,WNI,Non-Bintang,445913
Kalimantan Utara,2017,WNI,Non-Bintang,468538.57
Kalimantan Utara,2018,WNI,Non-Bintang,449792
Kalimantan Utara,2019,WNI,Non-Bintang,362328.3
Kalimantan Utara,2020,WNI,Non-Bintang,80940
Kalimantan Utara,2021,WNI,Non-Bintang,217331
Sulawesi Utara,2003,WNA,Berbintang,8.9
Sulawesi Utara,2004,WNA,Berbintang,11.1
Sulawesi Utara,2005,WNA,Berbintang,9.9
Sulawesi Utara,2006,WNA,Berbintang,6.2
Sulawesi Utara,2007,WNA,Berbintang,5.6
Sulawesi Utara,2008,WNA,Berbintang,7.3
Sulawesi Utara,2009,WNA,Berbintang,9.3
Sulawesi Utara,2010,WNA,Berbintang,7
Sulawesi Utara,2011,WNA,Berbintang,13.1
Sulawesi Utara,2012,WNA,Berbintang,16.3
Sulawesi Utara,2013,WNA,Berbintang,17.3
Sulawesi Utara,2014,WNA,Berbintang,43.7
Sulawesi Utara,2015,WNA,Berbintang,12.5
Sulawesi Utara,2016,WNA,Berbintang,61.77
Sulawesi Utara,2017,WNA,Berbintang,128.53
Sulawesi Utara,2018,WNA,Berbintang,148.36
Sulawesi Utara,2019,WNA,Berbintang,164.71
Sulawesi Utara,2020,WNA,Berbintang,12.37
Sulawesi Utara,2021,WNA,Berbintang,10.19
Sulawesi Utara,2003,WNI,Berbintang,88.2
Sulawesi Utara,2004,WNI,Berbintang,99.2
Sulawesi Utara,2005,WNI,Berbintang,85.3
Sulawesi Utara,2006,WNI,Berbintang,80.1
Sulawesi Utara,2007,WNI,Berbintang,80.1
Sulawesi Utara,2008,WNI,Berbintang,126.6
Sulawesi Utara,2009,WNI,Berbintang,129.5
Sulawesi Utara,2010,WNI,Berbintang,130.4
Sulawesi Utara,2011,WNI,Berbintang,333.1
Sulawesi Utara,2012,WNI,Berbintang,400.1
Sulawesi Utara,2013,WNI,Berbintang,386.1
Sulawesi Utara,2014,WNI,Berbintang,404.2
Sulawesi Utara,2015,WNI,Berbintang,352.3
Sulawesi Utara,2016,WNI,Berbintang,771.36
Sulawesi Utara,2017,WNI,Berbintang,827.54
Sulawesi Utara,2018,WNI,Berbintang,693.87
Sulawesi Utara,2019,WNI,Berbintang,829.37
Sulawesi Utara,2020,WNI,Berbintang,12.37
Sulawesi Utara,2021,WNI,Berbintang,446
Sulawesi Utara,2003,WNA,Non-Bintang,9349
Sulawesi Utara,2004,WNA,Non-Bintang,2478
Sulawesi Utara,2005,WNA,Non-Bintang,2937
Sulawesi Utara,2006,WNA,Non-Bintang,1887
Sulawesi Utara,2007,WNA,Non-Bintang,2202
Sulawesi Utara,2008,WNA,Non-Bintang,7751
Sulawesi Utara,2009,WNA,Non-Bintang,3640
Sulawesi Utara,2010,WNA,Non-Bintang,3740
Sulawesi Utara,2011,WNA,Non-Bintang,1327
Sulawesi Utara,2012,WNA,Non-Bintang,18302
Sulawesi Utara,2013,WNA,Non-Bintang,22757.25
Sulawesi Utara,2014,WNA,Non-Bintang,8969.99
Sulawesi Utara,2015,WNA,Non-Bintang,4021.99
Sulawesi Utara,2016,WNA,Non-Bintang,19577
Sulawesi Utara,2017,WNA,Non-Bintang,11754.35
Sulawesi Utara,2018,WNA,Non-Bintang,21083
Sulawesi Utara,2019,WNA,Non-Bintang,42208
Sulawesi Utara,2020,WNA,Non-Bintang,3468
Sulawesi Utara,2021,WNA,Non-Bintang,151
Sulawesi Utara,2003,WNI,Non-Bintang,105965
Sulawesi Utara,2004,WNI,Non-Bintang,128552
Sulawesi Utara,2005,WNI,Non-Bintang,189227
Sulawesi Utara,2006,WNI,Non-Bintang,108416
Sulawesi Utara,2007,WNI,Non-Bintang,631304
Sulawesi Utara,2008,WNI,Non-Bintang,210270
Sulawesi Utara,2009,WNI,Non-Bintang,58502
Sulawesi Utara,2010,WNI,Non-Bintang,53078
Sulawesi Utara,2011,WNI,Non-Bintang,614324
Sulawesi Utara,2012,WNI,Non-Bintang,590923
Sulawesi Utara,2013,WNI,Non-Bintang,435166.44
Sulawesi Utara,2014,WNI,Non-Bintang,741881.91
Sulawesi Utara,2015,WNI,Non-Bintang,290987.16
Sulawesi Utara,2016,WNI,Non-Bintang,516005
Sulawesi Utara,2017,WNI,Non-Bintang,742658.8
Sulawesi Utara,2018,WNI,Non-Bintang,471113
Sulawesi Utara,2019,WNI,Non-Bintang,632282.6
Sulawesi Utara,2020,WNI,Non-Bintang,85368
Sulawesi Utara,2021,WNI,Non-Bintang,341187
Sulawesi Tengah,2003,WNA,Berbintang,0.4
Sulawesi Tengah,2004,WNA,Berbintang,0.6
Sulawesi Tengah,2005,WNA,Berbintang,0.4
Sulawesi Tengah,2006,WNA,Berbintang,0.3
Sulawesi Tengah,2007,WNA,Berbintang,0.6
Sulawesi Tengah,2008,WNA,Berbintang,0.4
Sulawesi Tengah,2009,WNA,Berbintang,0.6
Sulawesi Tengah,2010,WNA,Berbintang,0.8
Sulawesi Tengah,2011,WNA,Berbintang,0.8
Sulawesi Tengah,2012,WNA,Berbintang,1.1
Sulawesi Tengah,2013,WNA,Berbintang,0.9
Sulawesi Tengah,2014,WNA,Berbintang,1.3
Sulawesi Tengah,2015,WNA,Berbintang,1.8
Sulawesi Tengah,2016,WNA,Berbintang,3.8
Sulawesi Tengah,2017,WNA,Berbintang,3.86
Sulawesi Tengah,2018,WNA,Berbintang,4.07
Sulawesi Tengah,2019,WNA,Berbintang,2
Sulawesi Tengah,2020,WNA,Berbintang,0.59
Sulawesi Tengah,2021,WNA,Berbintang,0.3
Sulawesi Tengah,2003,WNI,Berbintang,12.7
Sulawesi Tengah,2004,WNI,Berbintang,14.8
Sulawesi Tengah,2005,WNI,Berbintang,14.7
Sulawesi Tengah,2006,WNI,Berbintang,17.8
Sulawesi Tengah,2007,WNI,Berbintang,34.1
Sulawesi Tengah,2008,WNI,Berbintang,9.6
Sulawesi Tengah,2009,WNI,Berbintang,29.6
Sulawesi Tengah,2010,WNI,Berbintang,49
Sulawesi Tengah,2011,WNI,Berbintang,48.2
Sulawesi Tengah,2012,WNI,Berbintang,47.4
Sulawesi Tengah,2013,WNI,Berbintang,84.3
Sulawesi Tengah,2014,WNI,Berbintang,124.2
Sulawesi Tengah,2015,WNI,Berbintang,124.9
Sulawesi Tengah,2016,WNI,Berbintang,251.55
Sulawesi Tengah,2017,WNI,Berbintang,258.1
Sulawesi Tengah,2018,WNI,Berbintang,355.41
Sulawesi Tengah,2019,WNI,Berbintang,154.09
Sulawesi Tengah,2020,WNI,Berbintang,0.59
Sulawesi Tengah,2021,WNI,Berbintang,114.01
Sulawesi Tengah,2003,WNA,Non-Bintang,913
Sulawesi Tengah,2004,WNA,Non-Bintang,587
Sulawesi Tengah,2005,WNA,Non-Bintang,285
Sulawesi Tengah,2006,WNA,Non-Bintang,384
Sulawesi Tengah,2007,WNA,Non-Bintang,648
Sulawesi Tengah,2008,WNA,Non-Bintang,612
Sulawesi Tengah,2009,WNA,Non-Bintang,1223
Sulawesi Tengah,2010,WNA,Non-Bintang,1852
Sulawesi Tengah,2011,WNA,Non-Bintang,3107
Sulawesi Tengah,2012,WNA,Non-Bintang,8135
Sulawesi Tengah,2013,WNA,Non-Bintang,2001.21
Sulawesi Tengah,2014,WNA,Non-Bintang,2852.1
Sulawesi Tengah,2015,WNA,Non-Bintang,1505.81
Sulawesi Tengah,2016,WNA,Non-Bintang,5673
Sulawesi Tengah,2017,WNA,Non-Bintang,11795.15
Sulawesi Tengah,2018,WNA,Non-Bintang,8653
Sulawesi Tengah,2019,WNA,Non-Bintang,5952
Sulawesi Tengah,2020,WNA,Non-Bintang,484
Sulawesi Tengah,2021,WNA,Non-Bintang,116
Sulawesi Tengah,2003,WNI,Non-Bintang,328319
Sulawesi Tengah,2004,WNI,Non-Bintang,269517
Sulawesi Tengah,2005,WNI,Non-Bintang,55169
Sulawesi Tengah,2006,WNI,Non-Bintang,285968
Sulawesi Tengah,2007,WNI,Non-Bintang,445236
Sulawesi Tengah,2008,WNI,Non-Bintang,186760
Sulawesi Tengah,2009,WNI,Non-Bintang,108644
Sulawesi Tengah,2010,WNI,Non-Bintang,133533
Sulawesi Tengah,2011,WNI,Non-Bintang,480349
Sulawesi Tengah,2012,WNI,Non-Bintang,432952
Sulawesi Tengah,2013,WNI,Non-Bintang,231715.12
Sulawesi Tengah,2014,WNI,Non-Bintang,812211.83
Sulawesi Tengah,2015,WNI,Non-Bintang,285969.06
Sulawesi Tengah,2016,WNI,Non-Bintang,682133
Sulawesi Tengah,2017,WNI,Non-Bintang,722876.66
Sulawesi Tengah,2018,WNI,Non-Bintang,555363
Sulawesi Tengah,2019,WNI,Non-Bintang,685989.3
Sulawesi Tengah,2020,WNI,Non-Bintang,203042
Sulawesi Tengah,2021,WNI,Non-Bintang,541316
Sulawesi Selatan,2003,WNA,Berbintang,20.8
Sulawesi Selatan,2004,WNA,Berbintang,20.2
Sulawesi Selatan,2005,WNA,Berbintang,19
Sulawesi Selatan,2006,WNA,Berbintang,18.4
Sulawesi Selatan,2007,WNA,Berbintang,37.5
Sulawesi Selatan,2008,WNA,Berbintang,25.7
Sulawesi Selatan,2009,WNA,Berbintang,30.5
Sulawesi Selatan,2010,WNA,Berbintang,31.2
Sulawesi Selatan,2011,WNA,Berbintang,49
Sulawesi Selatan,2012,WNA,Berbintang,45.6
Sulawesi Selatan,2013,WNA,Berbintang,87.2
Sulawesi Selatan,2014,WNA,Berbintang,66.1
Sulawesi Selatan,2015,WNA,Berbintang,66.9
Sulawesi Selatan,2016,WNA,Berbintang,106.82
Sulawesi Selatan,2017,WNA,Berbintang,109.07
Sulawesi Selatan,2018,WNA,Berbintang,78.22
Sulawesi Selatan,2019,WNA,Berbintang,46.91
Sulawesi Selatan,2020,WNA,Berbintang,14.97
Sulawesi Selatan,2021,WNA,Berbintang,2.13
Sulawesi Selatan,2003,WNI,Berbintang,301.3
Sulawesi Selatan,2004,WNI,Berbintang,308.7
Sulawesi Selatan,2005,WNI,Berbintang,272.3
Sulawesi Selatan,2006,WNI,Berbintang,309.8
Sulawesi Selatan,2007,WNI,Berbintang,578.1
Sulawesi Selatan,2008,WNI,Berbintang,431.7
Sulawesi Selatan,2009,WNI,Berbintang,470
Sulawesi Selatan,2010,WNI,Berbintang,497.9
Sulawesi Selatan,2011,WNI,Berbintang,756
Sulawesi Selatan,2012,WNI,Berbintang,706.2
Sulawesi Selatan,2013,WNI,Berbintang,1692.3
Sulawesi Selatan,2014,WNI,Berbintang,1623.1
Sulawesi Selatan,2015,WNI,Berbintang,1335.9
Sulawesi Selatan,2016,WNI,Berbintang,3862.14
Sulawesi Selatan,2017,WNI,Berbintang,4011.37
Sulawesi Selatan,2018,WNI,Berbintang,2861.73
Sulawesi Selatan,2019,WNI,Berbintang,2681.4
Sulawesi Selatan,2020,WNI,Berbintang,14.97
Sulawesi Selatan,2021,WNI,Berbintang,1604.12
Sulawesi Selatan,2003,WNA,Non-Bintang,2179
Sulawesi Selatan,2004,WNA,Non-Bintang,113377
Sulawesi Selatan,2005,WNA,Non-Bintang,14667
Sulawesi Selatan,2006,WNA,Non-Bintang,3255
Sulawesi Selatan,2007,WNA,Non-Bintang,7079
Sulawesi Selatan,2008,WNA,Non-Bintang,7058
Sulawesi Selatan,2009,WNA,Non-Bintang,8005
Sulawesi Selatan,2010,WNA,Non-Bintang,6417
Sulawesi Selatan,2011,WNA,Non-Bintang,54638
Sulawesi Selatan,2012,WNA,Non-Bintang,28081
Sulawesi Selatan,2013,WNA,Non-Bintang,54763.89
Sulawesi Selatan,2014,WNA,Non-Bintang,14219.23
Sulawesi Selatan,2015,WNA,Non-Bintang,4258.85
Sulawesi Selatan,2016,WNA,Non-Bintang,17841
Sulawesi Selatan,2017,WNA,Non-Bintang,28792.46
Sulawesi Selatan,2018,WNA,Non-Bintang,19483
Sulawesi Selatan,2019,WNA,Non-Bintang,11228
Sulawesi Selatan,2020,WNA,Non-Bintang,5423
Sulawesi Selatan,2021,WNA,Non-Bintang,178
Sulawesi Selatan,2003,WNI,Non-Bintang,988481
Sulawesi Selatan,2004,WNI,Non-Bintang,868366
Sulawesi Selatan,2005,WNI,Non-Bintang,824594
Sulawesi Selatan,2006,WNI,Non-Bintang,687921
Sulawesi Selatan,2007,WNI,Non-Bintang,902605
Sulawesi Selatan,2008,WNI,Non-Bintang,768129
Sulawesi Selatan,2009,WNI,Non-Bintang,750624
Sulawesi Selatan,2010,WNI,Non-Bintang,837659
Sulawesi Selatan,2011,WNI,Non-Bintang,1533494
Sulawesi Selatan,2012,WNI,Non-Bintang,1140206
Sulawesi Selatan,2013,WNI,Non-Bintang,1697500.92
Sulawesi Selatan,2014,WNI,Non-Bintang,1561858.8
Sulawesi Selatan,2015,WNI,Non-Bintang,356585.81
Sulawesi Selatan,2016,WNI,Non-Bintang,1566455
Sulawesi Selatan,2017,WNI,Non-Bintang,1638230.19
Sulawesi Selatan,2018,WNI,Non-Bintang,2250096
Sulawesi Selatan,2019,WNI,Non-Bintang,1819646
Sulawesi Selatan,2020,WNI,Non-Bintang,446177
Sulawesi Selatan,2021,WNI,Non-Bintang,1265458
Sulawesi Tenggara,2003,WNA,Berbintang,0.1
Sulawesi Tenggara,2004,WNA,Berbintang,0.2
Sulawesi Tenggara,2005,WNA,Berbintang,0
Sulawesi Tenggara,2006,WNA,Berbintang,0
Sulawesi Tenggara,2007,WNA,Berbintang,0
Sulawesi Tenggara,2008,WNA,Berbintang,0.5
Sulawesi Tenggara,2009,WNA,Berbintang,0.2
Sulawesi Tenggara,2010,WNA,Berbintang,0
Sulawesi Tenggara,2011,WNA,Berbintang,1.1
Sulawesi Tenggara,2012,WNA,Berbintang,1.6
Sulawesi Tenggara,2013,WNA,Berbintang,3.8
Sulawesi Tenggara,2014,WNA,Berbintang,5.8
Sulawesi Tenggara,2015,WNA,Berbintang,5.1
Sulawesi Tenggara,2016,WNA,Berbintang,3.96
Sulawesi Tenggara,2017,WNA,Berbintang,3.21
Sulawesi Tenggara,2018,WNA,Berbintang,2.36
Sulawesi Tenggara,2019,WNA,Berbintang,1.4
Sulawesi Tenggara,2020,WNA,Berbintang,0.31
Sulawesi Tenggara,2021,WNA,Berbintang,0.34
Sulawesi Tenggara,2003,WNI,Berbintang,5.8
Sulawesi Tenggara,2004,WNI,Berbintang,7.6
Sulawesi Tenggara,2005,WNI,Berbintang,5.3
Sulawesi Tenggara,2006,WNI,Berbintang,5.5
Sulawesi Tenggara,2007,WNI,Berbintang,5.4
Sulawesi Tenggara,2008,WNI,Berbintang,13.7
Sulawesi Tenggara,2009,WNI,Berbintang,9.4
Sulawesi Tenggara,2010,WNI,Berbintang,5
Sulawesi Tenggara,2011,WNI,Berbintang,45
Sulawesi Tenggara,2012,WNI,Berbintang,67.1
Sulawesi Tenggara,2013,WNI,Berbintang,96
Sulawesi Tenggara,2014,WNI,Berbintang,178.2
Sulawesi Tenggara,2015,WNI,Berbintang,161.6
Sulawesi Tenggara,2016,WNI,Berbintang,319.18
Sulawesi Tenggara,2017,WNI,Berbintang,315.62
Sulawesi Tenggara,2018,WNI,Berbintang,238.59
Sulawesi Tenggara,2019,WNI,Berbintang,292.21
Sulawesi Tenggara,2020,WNI,Berbintang,0.31
Sulawesi Tenggara,2021,WNI,Berbintang,279.09
Sulawesi Tenggara,2003,WNA,Non-Bintang,498
Sulawesi Tenggara,2004,WNA,Non-Bintang,527
Sulawesi Tenggara,2005,WNA,Non-Bintang,463
Sulawesi Tenggara,2006,WNA,Non-Bintang,275
Sulawesi Tenggara,2007,WNA,Non-Bintang,363
Sulawesi Tenggara,2008,WNA,Non-Bintang,226
Sulawesi Tenggara,2009,WNA,Non-Bintang,224
Sulawesi Tenggara,2010,WNA,Non-Bintang,330
Sulawesi Tenggara,2011,WNA,Non-Bintang,452
